ID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3063,0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3268
3064,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,888
3065,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,3824
3066,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,5898
3067,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,4609
3068,1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,4160
3069,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,1441
3070,0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,2668
3071,1,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,3674
3072,0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4074
3073,0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,2640
3074,0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,1756
3075,1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5759
3076,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,3329
3077,1,0,1,0,45,1,0,0,2,0,2,0,0,0,2,0,1,53.3,1937
3078,0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,1442
3079,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,2258
3080,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,3257
3081,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,2584
3082,1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,2643
3083,1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,920
3084,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,20.15,1104
3085,1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,2808
3086,1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1116
3087,0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,5835
3088,1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81,3290
3089,0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,4674
3090,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,4432
3091,0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,5961
3092,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,2149
3093,1,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,54.4,934
3094,0,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,58.6,1858
3095,1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,6292
3096,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,3671
3097,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,3590
3098,1,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,79.65,2001
3099,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3059
3100,0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,4293
3101,0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,3853
3102,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,2673
3103,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,1483
3104,1,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.05,5362
3105,1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,433
3106,0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,50
3107,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,6092
3108,0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106,3858
3109,1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,824
3110,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477
3111,1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,5701
3112,1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,5682
3113,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3009
3114,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,3356
3115,0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,113
3116,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3409
3117,0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,5761
3118,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,6161
3119,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2277
3120,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1223
3121,0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,49
3122,1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361
3123,1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,376
3124,1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,4766
3125,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19,5913
3126,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,55
3127,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,6229
3128,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,404
3129,1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95,5269
3130,1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1214
3131,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694
3132,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,5717
3133,1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3141
3134,0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531
3135,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3214
3136,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70,274
3137,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,3781
3138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,3816
3139,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,5774
3140,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,225
3141,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,1345
3142,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,1490
3143,1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,6396
3144,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,198
3145,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,2890
3146,0,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,3934
3147,0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1152
3148,0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3071
3149,0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,4270
3150,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,3751
3151,1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,288
3152,0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,2125
3153,0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,453
3154,0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,2754
3155,1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,4465
3156,0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,3913
3157,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,3670
3158,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,6280
3159,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,2908
3160,0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,2712
3161,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2821
3162,1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,719
3163,1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,2957
3164,1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,2733
3165,1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,3727
3166,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,5286
3167,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4029
3168,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,70
3169,1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3019
3170,1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2338
3171,0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,3697
3172,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2100
3173,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2666
3174,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45,2340
3175,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,599
3176,0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,515
3177,1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3055
3178,1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,3695
3179,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,4644
3180,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20,5091
3181,0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,4318
3182,0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,3647
3183,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,6394
3184,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,4836
3185,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,2148
3186,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,303
3187,1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,2688
3188,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,3154
3189,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,2363
3190,1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3139
3191,1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,3266
3192,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,73
3193,0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,4353
3194,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,1977
3195,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,5225
3196,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,5567
3197,0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,897
3198,1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106,3569
3199,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1377
3200,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,4415
3201,0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,3442
3202,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,4561
3203,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,5219
3204,1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,6224
3205,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,6139
3206,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20,173
3207,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,6366
3208,1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,2966
3209,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,6395
3210,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,3477
3211,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2925
3212,1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80,2751
3213,0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,756
3214,1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3398
3215,1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,2978
3216,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,4228
3217,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,3588
3218,1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,4538
3219,0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,4714
3220,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,4556
3221,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,6469
3222,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,209
3223,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,6420
3224,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,4363
3225,0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,6378
3226,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,745
3227,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076
3228,1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,4619
3229,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88
3230,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,449
3231,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,522
3232,1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1541
3233,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,334
3234,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,3846
3235,0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2343
3236,1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,6275
3237,1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,489
3238,0,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,19.65,4187
3239,1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,6008
3240,0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,4759
3241,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,1608
3242,1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,119
3243,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,5572
3244,1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,4690
3245,0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1498
3246,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,1042
3247,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028
3248,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,6231
3249,0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,4575
3250,1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,1399
3251,0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,3467
3252,1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,193
3253,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3174
3254,1,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1273
3255,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,5628
3256,1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,4404
3257,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,1771
3258,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,2039
3259,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,3685
3260,1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2084
3261,0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85,4642
3262,0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2480
3263,0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,3766
3264,0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,6474
3265,1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1579
3266,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,852
3267,1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,20.05,6450
3268,1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1376
3269,1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1060
3270,0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,3405
3271,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,401
3272,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,6059
3273,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,1789
3274,0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3140
3275,0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20.4,2523
3276,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,2753
3277,1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20,1794
3278,0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,4292
3279,1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,779
3280,1,0,1,0,55,1,0,0,2,2,2,0,0,0,2,0,2,58.6,2664
3281,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,3973
3282,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,5024
3283,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,822
3284,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,2923
3285,1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,69.2,3954
3286,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3008
3287,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1451
3288,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20.85,2362
3289,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3146
3290,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35,640
3291,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,581
3292,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1929
3293,0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,64,3190
3294,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,5440
3295,0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,4716
3296,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,426
3297,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3095
3298,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,6131
3299,1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,6035
3300,0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,4774
3301,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
3302,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,2662
3303,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,2651
3304,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,5843
3305,1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,0,2,94.75,3158
3306,0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80,2055
3307,0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3312
3308,0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,3310
3309,0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,4410
3310,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,5910
3311,0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,1734
3312,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,1612
3313,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,1479
3314,0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,80.05,2615
3315,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,5546
3316,0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,355
3317,1,0,1,0,63,1,0,0,2,2,0,2,2,0,1,0,1,70.8,3774
3318,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,2203
3319,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,850
3320,1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,25
3321,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1217
3322,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,5838
3323,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,4466
3324,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,5773
3325,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,2934
3326,1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2144
3327,1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,5075
3328,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506
3329,0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,6341
3330,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162
3331,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0
3332,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,3906
3333,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1747
3334,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,3770
3335,1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25,2741
3336,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.3,153
3337,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,4671
3338,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,190
3339,0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88,5026
3340,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,3787
3341,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,1735
3342,1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2172
3343,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,20.1,2762
3344,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,6070
3345,0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,5681
3346,0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,1428
3347,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,3866
3348,0,1,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,105.9,5786
3349,0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,107
3350,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,3737
3351,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,6155
3352,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,6210
3353,1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,6529
3354,0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2005
3355,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,5088
3356,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,2027
3357,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,4842
3358,1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,854
3359,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,19.95,3557
3360,1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,121
3361,0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4110
3362,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,4492
3363,1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,2842
3364,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890
3365,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,3099
3366,1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2540
3367,1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,3938
3368,0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,3753
3369,0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,4786
3370,0,0,1,1,53,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2141
3371,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,1346
3372,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,4849
3373,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,75.45,1030
3374,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79
3375,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.9,705
3376,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482
3377,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1100
3378,1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,84.45,4935
3379,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,3741
